valid_time,temp,wspd,prcp,pres,week
2019-05-12 05:00:00,10.063202,2.5378401,0.500679,950.15955,19
2019-05-12 06:00:00,11.259918,2.2810094,0.64086914,950.4473,19
2019-05-12 07:00:00,12.661987,2.8746073,0.054359436,950.8922,19
2019-05-12 08:00:00,14.0625305,3.0551786,0.1411438,951.1814,19
2019-05-12 09:00:00,15.023865,3.0821888,0.05340576,951.59265,19
2019-05-12 10:00:00,17.723969,0.9093533,0.1487732,951.90704,19
2019-05-12 11:00:00,17.468903,1.2515976,0.39243698,952.175,19
2019-05-12 12:00:00,17.662018,0.7022229,0.17309189,952.9603,19
2019-05-12 13:00:00,17.46103,1.0761505,0.2155304,953.03827,19
2019-05-12 14:00:00,17.495453,1.3746252,0.28133392,953.46814,19
2019-05-12 15:00:00,15.803284,1.8682171,3.6139488,953.5206,19
2019-05-12 16:00:00,13.08197,3.6538823,2.8133392,954.28326,19
2019-05-12 17:00:00,11.630493,4.500242,1.1339188,955.21906,19
2019-05-12 18:00:00,11.041718,3.8867667,0.30946732,955.72107,19
2019-05-12 19:00:00,10.091522,3.4938884,0.030994415,956.615,19
2019-05-12 20:00:00,9.212097,3.8342865,0.04720688,956.8653,19
2019-05-12 21:00:00,8.663055,4.672713,0.0333786,956.9914,19
2019-05-12 22:00:00,8.592651,4.144876,0.0104904175,957.85046,19
2019-05-12 23:00:00,7.688141,4.491745,0.010967255,958.03485,19
2019-05-13 00:00:00,7.1410217,4.158539,0.00333786,958.1958,20
2019-05-13 01:00:00,6.798584,4.229411,0.005722046,958.35706,20
2019-05-13 02:00:00,6.4535522,4.1155176,0.0038146973,958.5769,20
2019-05-13 03:00:00,6.1711426,4.3952765,0.0014305115,958.73376,20
2019-05-13 04:00:00,6.0610657,4.3819656,0.0014305115,959.4856,20
2019-05-13 05:00:00,6.0041504,4.2580013,0.0009536743,959.65717,20
2019-05-13 06:00:00,5.9184265,4.070066,0.0014305115,960.0094,20
2019-05-13 07:00:00,5.811493,4.014137,0.05722046,960.41095,20
2019-05-13 08:00:00,5.6572266,4.222998,0.027656555,960.5192,20
2019-05-13 09:00:00,5.4012146,4.5093904,0.12922287,960.6781,20
2019-05-13 10:00:00,5.585022,4.282922,0.076293945,961.0853,20
2019-05-13 11:00:00,5.7408752,4.535139,0.07534027,960.84283,20
2019-05-13 12:00:00,5.990204,4.8170815,0.059127808,960.83765,20
2019-05-13 13:00:00,6.063629,4.9589124,0.031471252,960.8903,20
2019-05-13 14:00:00,6.000946,5.0924563,0.0333786,960.84607,20
2019-05-13 15:00:00,6.174408,5.716241,0.00667572,961.0686,20
2019-05-13 16:00:00,6.431183,5.2747855,0.015258789,960.5619,20
2019-05-13 17:00:00,6.4825745,4.63003,0.0038146973,961.35016,20
2019-05-13 18:00:00,6.1598206,3.8875525,0.002861023,961.02734,20
2019-05-13 19:00:00,5.5766907,4.067463,0.036239624,961.32404,20
2019-05-13 20:00:00,5.263031,3.8705432,0.059127808,960.9267,20
2019-05-13 21:00:00,4.800934,3.7570174,0.07104874,960.4183,20
2019-05-13 22:00:00,4.5622253,3.2562501,0.055789948,959.9003,20
2019-05-13 23:00:00,4.1230164,3.8515568,0.069618225,959.41046,20
2019-05-14 00:00:00,3.7569885,4.1745973,0.2450943,959.0678,20
2019-05-14 01:00:00,3.379181,4.359269,0.5335808,958.6877,20
2019-05-14 02:00:00,3.0854187,3.9380589,0.70524216,958.3986,20
2019-05-14 03:00:00,2.7911072,3.7109509,0.87690353,957.66986,20
2019-05-14 04:00:00,2.5491638,3.8019075,0.9870529,957.4522,20
2019-05-14 05:00:00,2.3432312,3.6305168,1.0099411,957.07544,20
2019-05-14 06:00:00,2.4160461,3.7377284,1.042366,956.88654,20
